Key;Relevance;Contribution;RQ1_Definition;RQ2_Benefit;RQ2_Application_Domain;RQ2_Application_Scenario;RQ3_Deployment;RQ3_Asset;RQ3_Data;RQ3_Communication_Flow;RQ3_Level_of_Integration;RQ3_Protocol;RQ3_Tools;RQ3_Operation_Mode;RQ3_Generation;RQ3_Architecture;RQ4_Future_Research;RQ4_Challenges
Shalaginov2019;LOW;The motivation of this contribution is to demonstrate howSmart Applications change the conventional understandingof Computer Forensics;N/A;The number of surrounding IoT devices and computing nodes is growingto bring a concept of digital twin of homes, companies andenvironments into life. By utilizing all available data, one willbe able to reconstruct exact sequence of events attributed to acrime involving any kind of Smart Applications.;Enterprise Organization;forensics;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NO;N/A;N/A
Shi2022;HIGH;This paper study and review existing cybersecurity research on CPS in the virtual environment. Then authors point out four challenges in the state-of-the-art research based on the findings and discussion.;Digital Twin is a relatively new concept which is a virtual representation of real system. It is connected to the physical world to monitor and carry out diagnostics of the real industrial system in a continuous feedback loop. What is more, unlike other virtualisation methods i.e simulation, emulation which are static, DT is a constantly evolving system which is generally involved in the whole lift cycle of the real system. Because of these reasons, it has gained popularity in recent years.;DT sheds light on the real fusion of the cyber world and the physical world, and it has the potential to be used as a technology to help people build virtulized system with high-fidelity, hence greatly lower bar on the cybersecurity research of the cyber physical system and create other DT based cybersecurity applications.;Generic;cybersecurity research,intrusion detection;N/A;IioT devices (none specified);In addition, high-fidelity data can be generated from DT, with the source of the data being either real time data or historical data, s DT is designed to be included in the whole lifecycle. All these characteristics of DT provide a potential solution to challenges one and three. And because DT systems have high-fidelity and completely replicate a real system, if shared among the research community, they will be easily benchmarked.;DIGITAL_PHYSICAL;digital twin;N/A;Siemens Tecnomatrix (proposed);analytics, optimisation, simulation, and replication;N/A;NO;Based on this conclusion, future work will be focus on developing a Digital Twin system and starts to solve the four challenges that are identified in Section III. One of the ideas is to create a framework of Digital Twin with high fidelity and demonstrate a DT based Intrusion detection system using DT design software Tecnomatix from Siemens. The Figure 4 is the framework of the system.;fidelity
Shitole2021;HIGH;This paper presents, a low- cost Real-Time Digital Twin (RTDT) of an interconnected and distributed RESSs controlled and monitored via CEMS. System- atic procedure for the development of RTDT of a Cyber-Physical System (CPS) is described in detail. The proposed RTDT of a physical RESS test-bed gives flexibility to modify, scale and replicate the system without compromising its real-time fidelity. The development procedure can be easily replicated to develop RTDT of any CPS or micro-grid test-beds.;Digital Twin (DT), an emerging technology in CPS could be a reliable and economical solution for cyber security studies on BESS considering its advantages of real-time monitoring and control, fidelity and scalability of the physical system, replicability of expensive physical test- beds with equivalent virtual real-time simulation [15], [16]. Therefore, considering a generalized virtual test-bed of a BESS for cyber-security study, a Real-Time Digital Twin (RTDT) of a RESS is developed in this paper.;The ultimate motivation behind developing this RTDT is, its nature to be modified and scaled, thus enabling creation of an entire system as per the requirements of cyber security studies. The systematic procedure for the development of RTDT presented in this paper can be easily replicated to develop RTDT of any micro- grid architecture or physical micro-grid test-beds.;Smart Grid;security testing, security analysis;Edge;DC-DC converter and DC-AC Inverter in microgrid power stations, also BMS and PCS controller;BMS data, Power Conversion Syste (PCS) Data;DIGITAL_PHYSICAL, DIGITAL_EXPERT, DIGITAL_DIGITAL;digital twin;Modbus, TCP/IP, UDP/IP, MQTT;AWS Cloud, Matlab Simulink, Matlab Simulink Desktop Real-Time SLDRT, Python;Simulation, Replication;RTDT Development Process 1) Running MATLAB SLDRT kernel and MQTT Broker a) Develop real-time simulation and use UDP sockets to send simulation data in real-time. b) Develop Python UDP socket program and MQTT publisher-subscriber program and execute in an integrated development environment (IDLE) of Python. Socket program updates real-time simu- lation data to the desired text file and MQTT program will publish and subscribe this data to the respective EMU at AWS cloud broker address. c) To scale number of EMUs (multiple RESS simu- lation data sets) it is necessary to publish and sub- scribe simulation data at specified broker address and topics assigned to respective EMUs.;YES;1) Conducted vulnerability assessment for the physical EMU which was connected to the RTDT (instead of the emulated energy monitoring unit EMU), with different penetration testing tools and proposed possible counter measures to the RESS manufacturer (industry collaborator). Such testing might impose various restriction if carried out on the actual physical system. 2) Will develop a machine-learning based physical layer security for the RESS, the testing is being carried out on the RTDT. Some of the tests which focuses on evaluating the efficacy of the algorithm for detecting attacks that can damage the RESS physically are feasible only on the RTDT and not on the physical RESS. 3) Will use RTDT for testing the attacks on the EMS (connected to multiple RESS), however, EMS will be the actual EMS from RESS manufacturer (industry collaborator) rather than the simulated EMS. 4) The proposed RTDT can also be used for various se- curity testing and analysis. Will test the firmware patch management for the EMUs using the RTDT in future.;N/A
Sousa2021;HIGH;This paper presents an off-premises approach to design and deploy Digital Twins to secure critical infrastructures, developed in the scope of the ELEGANT project. ;an integrated system that uses available physical models, sensor updates and other assets to mirror the behaviour of its corresponding flying twin. ;The application of Digital Twins introduces benefits in terms of security, as well as in the design and prototyping of systems with demanding requirements, such as real-time remote-control applications in mission critical scenarios requiring low latency and high levels of security and reliability. The real advantage of Digital Twins relies in its fusion with other technologies, like Artificial Intelligence (AI), for enhanced security analysis or to support Decision Sup- port Systems (DSS).  Besides enhancing security, Digital Twins also contribute to the optimization of the production processes in real-time [8], through big data analysis that support advanced analytics, as well as efficient and proactive monitoring.;Generic;analysis,development and validation of suitable security detection techniques ;Cloud;Smart Grid, Water Distribution;real-time data;DIGITAL_PHYSICAL;digital twin;TCP/IP;N/A;Replication, Detection, Machine Learning, Analysis;Also, the same data pipelines allow for bridging the physical and DT domains, providing the means to synchronize them, by providing the state information which is necessary to feed the simulated/emulated components. ;YES;Our next steps include further research on the enablement of DTaaS concept in SmartGrids powered with 5G networks, edge computing and associated virtualisation technologies.;N/A
Srivastava2024;HIGH;This article examines the potential future benefits of DTs in enabling a cybersecure and resilient power grid, explores multiple use cases, and proposes a path forward;Cyberphysical DTs are virtual replicas of physical and cyber assets, systems, or processes interfaced with field data and are used to simulate, emulate, and analyze real-world cyberphysical scenarios. They are realized through a combination of numerical models and simulation hardware that represent real cyber interactions and operations, as shown in Figure 1;By creating virtual replicas of cyberphysical assets and processes, DTs allow system operators to anticipate and address potential vulnerabilities in our cybersecurity defenses before they can be exploited. As such, a DT can be considered as a key contributor to safeguard the power system against cyberattacks;smart grid;incident response, security testing;N/A;power system;smart grid data;DIGITAL_PHYSICAL;digital twin;network connection, which has been previously configured to only carry C37.118- based PMU traffic or Distributed Network Protocol 3 (DNP3)-based supervisory control and data acquisition traffic,;NS3;simulation;To simulate mitigation techniques for probable cyberevents, such as a link failure due to an attack, network reconfiguration is carried out in NS3 to isolate the affected network and prevent further disruption. The action performed in the DT is then mirrored in the real system through SDN, as shown in Figure 3.;YES;N/A;accurate models of the communication infrastructure to simulate cyberthreats and the associated impacts ✔ operational parameters, such as loading and generation ✔ reliable connectivity to receive data from the actual system in real time to minimize lost or delayed data ✔ accurate data collection ✔ reducing missing and noisy data.
Sugumar2019;LOW;The work presented here was to explore how a network of Timed Automata, integrated with those ofnoise and cyber-attacks, could be used to test the effectiveness of an attack detection mechanism in a CPS.;N/A;To investigate an approach based on timed automata models of a critical infrastructure;Water System;anomaly detection;N/A;6- stage water treatment plant;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NO;As part of future work, we plan to develop a methodology to automate and scale this process to larger installations than SWaT.;Though there are several advan-tages in assessing the detecting process of anomalies using digital twinning, there exists certain limitations which are described next. The lack of network protocol simulation in themodel limits the nature of attacks that can be launched. Attacks launched here are constrained to level 0 network i.e., the level of communication between PLCs and components such assensors and actuators. However, attacks can be launched across level 1or higher where PLCs communicate with each otherand with SCADA or engineering workstations. Although in this implementation, the attacks on higher levels of communication link are not tested, this works can be substantiallyexpanded to accommodate the other levels of communication links.
Suhail2023;HIGH;To address the explainable security challenges of DTs, this article proposes a gamification approach called sEcuriNg dIgital twins through GaMification Approach (ENIGMA). While leveraging DTs as an offensive security platform, ENIGMA provides gaming scenarios to assess DTs’ security and train security analysts. The game players within ENIGMA are humans (the attacker team) and AI agents (the defender team). Furthermore, ENIGMA is supported by an eXplainable AI (XAI)-based DT security assessment model that explains the decisions made based on the SHAP values by the AI model on attack vectors for the defender team, i.e., the AI agent. The SHAP values illustrate the contribution of different features towards predicting the outcome of attack vectors. This explanation can help security analysts to take security measures based on reasoned and trustworthy decisions. Finally, experimental validation has been carried out to demonstrate the viability of ENIGMA.;Digital Twins (DTs), being the virtual replicas of their physical counterparts, share valuable knowledge of the underlying physical processes and act as data acquisition and dissemination sources to Cyber–Physical System (CPS);DTs also provide an assessment platform for evaluating the operational behavior and security of the CPS;industry;security testing (gamification);Cloud;vehicle with IoT devices;smart vehicle data;DIGITAL_PHYSICAL;digital twin;N/A;Microsoft Azure;simulation;Creating a vehicle DT on ADT involves setting up several components and processes. A step-by-step approach is as follows. The process starts with configuring the vehicle’s ECUs and communicating with the CAN bus. Three sensors, i.e., speedometer, indicator, and coolant are then installed on respective ECUs positions to emit data to the vehicle DT. The sensor devices are registered on the Azure IoT Hub and are authenticated using Shared Access Signatures (SAS) token authentication (Microsoft, 2023). The Azure IoT Hub receives data from the sensors through the CAN bus. To route the data to the vehicle DT, the event grid is used that allows subscription to an Azure function. The Azure function acts as an on-demand compute functionality, serving as a data ingestion, transformation, and feeder to the DT. The Azure function receives the data and transforms it into JSON format using JsonPatchDocument (Fig. A.7), which is readable by the vehicle DT. The information gathered by the Azure function is then used to update the vehicle DT. Finally, the ADT explorer allows users to explore the twins in a graphical view to visualize and interact with the DT and the data streams received from the sensors (Fig. C.9). The ADT explorer loads the vehicle DT using the ADT instance URL.;YES;Hybrid attack scenarios. Engaging gameplay. Realism. .Adaptive gamification. ENIGMA’s platform can be further explored to realize the vision of Industry 5.0. However, in order to consider proactive security for CPS, variable fidelity is essential.;However, the presented validation must be generalized across datasets from different domains. Third, to demonstrate the generation and collection of sensor data (indicator, speedometer, coolant) of the prototype, we rely on Azure IoT Hub, which acts as a common source for device data to be used in ADT (Microsoft, 2022). However, in practical settings, such data collected from real operating devices can be ingested into ADT through the Azure function. Thus, without conducting experiments that require a complicated setup, including a real system generating real-time data, free access to the services of the simulator, and setting up the connection between the twin and its physical counterpart, we cannot draw a solid conclusion
Suhail2024;HIGH;N/A;A digital twin (DT) is a virtual (digital) representation of the physical object or process that can replicate every facet of the underlying system along with its attributes, services, and interconnections throughout the system life cycle. With a continuous synchronized feedback loop between the physical counterpart (including CPS) and DT, the data flows from CPS to the DT, whereas decisions on the data including assessments, predictions, optimization, and calibration-related insights flow from the DT to the physical counterpart. DTs have gained significant attention in CPS as reconfigurable, reproducible, and economical non-disruptive simulation environments for security evaluation;N/A;industry;various security applications mentioned;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Modeling high-fidelity DT can be a double-edged sword. Benign DTs can be leveraged for a range of reasons including, but not limited to, optimization, prediction, scale-up, as well as security enablement in any domain in general and CPS in particular. However, malicious DTs can potentially interrupt digital threads of physical counterparts, lead to information leakage, and expose the functioning of the physical system, including its data, resources, and services
Tange2020;LOW;This paper consists of two contributions: our primary contribution is a systematicreview of the literature over the period 2011-2019 on IIoT Security, focusing in particular on the security requirements ofthe IIoT. Our secondary contribution is a reflection on how therelatively new paradigm of Fog computing can be leveraged to address these requirements, and thus improve the security of the IIoT.;N/A;These digitaltwins are then used to simulate more optimized usage scenarios,and red/blue teams perform attack and response scenarios,that help the digital twin learn about how to protect andrespond to attacks by itself. Once a digital twin is deemedsufficiently secure it can be used in production settings.;Smart Manufacturing;attack protection,countermeasures;N/A;physical devices;N/A;N/A;digital twin;N/A;N/A;simulation;N/A;NO;(This work identifies an abundance of research opportunities in  the  IIoT  security  area  and  shows  that  Fog  computing,  as a rising computing paradigm, can become a powerful tool in securing a variety of connected industrial environments, once its limitations and challenges are overcome.);Open challenges include practical federation frameworks, resource offloading, and resilience
Tao2019;LOW;This chapter summarizes the existing applications of the DT from two perspectives. First, scientificliterature about DT applications in different stages of a products lifecycleis collected and investigated. Second, industrial applications/potentialapplications of the DT are explored, which are grouped into 11 domains;N/A;Security and emergency measures, which are critical to the protection ofassets, infrastructure, and private information against malicious attacks, arecommonly involved in various industries. The DT can be introduced tothe domain to achieve lower cost and better performance.;Enterprise Organization;misconfiguration,maintenance,simulation;N/A;N/A;data from the lifecycle of a physical asset and generate valuableinformation through computing;DIGITAL_PHYSICAL;digital twin;N/A;N/A;replication;N/A;NO;N/A;However, as the DT is an emerging technology, there remain many challenges on technologies, tools, infrastructures, standards, etc. Hence, substantial development is still required for the adoption and application of the DT.
Terziyan2021;LOW;In this paper, we suggest an opposite, bottom-up (computational intelligence) AI approach todigital immunity and smart vaccination, which can be obtained as a result of adversarial GAN-driven learning.;N/A;N/A;Smart Manufacturing;decision support;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NO;Therefore, as the immediate goals for the future research would be constructing and testing GAN architectures with multiple human and AI components, i.e., with the embedded collective intelligence and checking the potential impact of such digitalized collaborative intelligence for a variety of industrial problems;N/A
Thalpage2023;HIGH;Identify the difference between applying digital twins instead of conventional security methods for ICS security. • Identify the different methods and areas of applying digital twins for ICS security. • Identify major issues and weaknesses of ICS, which makes them vulnerable to cyber threats. • Recommend the use of digital twins as a novel technology to detect and counter cyber threats against the ICS. ;So, it is fairly obvious that a digital twin is a system that uses real-time and historical data to recreate a physical object in a virtual environment;N/A;Smart Manufacturing;intrusion detection;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Also, further research can be conducted on the synchronisation factor of the physical and virtual environment of the digital twins which has not been addressed properly according to facts from this review. Researchers can also work on developing solutions for identified weaknesses and issues in ICS relevant to cybersecurity from this study;N/A
Trneberg2021;HIGH;In this paper, we propose and prototype a cloud-native digital twin proof of conceptfor evaluating the viability of the concept.;In the Industry 40 context a Digital Twin (DT) can bea virtual representation of anything from a component in aproduction plant to a product being assembled/manufacturedto the entire production system;DTs will also be able to augment the physical plant or Physcial Twin (PT),in terms of computational capacity, analytics, and security.Relegating that functionality to the DT will allow us to minimize what is at the plant and enable dynamic updatesof software, practices, and policies on scalable cloud-native platforms.;Smart Manufacturing;intrusion detection;Cloud;CPS (representation of anything from a component in aproduction plant, to a product being assembled/manufactured,to the entire production system);N/A;DIGITAL_PHYSICAL;digital twin;protocol buffers;N/A;Detection, model, analysis;we implement and evaluate a cloud-native DT Proof of concept (PoC) platform.;YES;In the future, we will extend our threat model to also cover alternative attacks, but here we limit our analysis to attacks on a.;N/A
U.Khan2021;LOW;we present the key design requirements for enabling 6G throughthe use of a digital twin. Next, the architectural componentsand trends such as edge-based twins, cloud-based-twins, andedge-cloud-based twins are presented. Furthermore, we providea comparative description of various twins. Finally, we outlineand recommend guidelines for several future research directions.;A digital twin is a virtual representation of the elementsand dynamics of a physical system;Meanwhile, an operational twin enables system operators to interact with a cyber-physicalsystem and perform different actions in addition to analysis and system design;Communication;attack evidence identification,evidence acquisition, evidence preservation;N/A;6G infrastructure;N/A;N/A;digital twin;N/A;N/A;Machine learning, replication;N/A;NO;FUTURE DIRECTIONS: Isolation Between Twins-Based Services, Mobility Management for Edge-Based Twins, Digital Twin Forensics;The main challenges that will be involved in digital-twin-enabled 6G forensic are attacks evidence identification, evidence acquisition and preservation and evidence presentation. Next, preserving the evidence for investigation in cases of limited memory devices.
Ugarte2020;LOW;This paper analyses the use of the digitaltwin to enable a DevOps approach of cyber physical production systems(CPPS) in order to create a fully integrated and automated productionprocess, enabling continuous improvement.;From the authors perspective on productmanufacturing the digital twin is the virtual representation of the physicalasset where both counterparts are connected to each other and are dynamicallyupdating through the whole product life cycle;The digital twin technology enables DevOps to develop and test the product simultaneously, reducing development costs and time to market. Moreover, the bridge between development and operations guarantees the continuousimprovement in an agile environment.;Smart Manufacturing;simulation,security testing;N/A;CPPS;real-time dataabout the physical system and provide guidance in real-time.;DIGITAL_PHYSICAL;digital twin;N/A;N/A;Simulation;N/A;NO;N/A;One of the main challenges is the lack of standards for digital representation.
Vakaruk2021;LOW;In this paper we present how SPIDER is augmenting cyber range environments with ML tools, how it works and the way in which it can be used to train new experts. ;Digital twin is a well-known concept in the industry sector. It is used as a virtual representation of a physical entity, modelling its components and properties. Also, it serves to model the entity interactions with the environment. The concept of Digital Twin Network (DTN) proposes a solution to model the complexity of current and future real networks;define a better industrial process or detect problems before actual implementation;Smart Manufacturing;attack detection;N/A;mobile network;N/A;DIGITAL_EXPERT, DIGITAL_PHYSICAL;N/A;N/A;N/A;Detection, Machine Learning;N/A;YES;Future work in the SPIDER cyber range and the Mouse- world emulation environments will address aspects related with more complex network scenarios, incorporating more realistic representations of access and core networks, the use of multidomain scenarios and the coordination among independent AI-based modules to improve responsiveness and accuracy of the DTN. ;N/A
Varghese2022;HIGH;this study contributes to a digital twin-based security framework for industrial control systems, extending its capabilities for simulation of attacks and defense mechanisms / 1) We extend an open-source ICS digital twin framework with an ML-based IDS module. 2) We implement different types of process-aware attacks in the digital twin, for ICS security monitoring. 3) Based on the comparison of diverse supervised ML classification algorithms, we design and evaluate an ML- based IDS using a stacked ensemble classifier model.;A digital twin is a virtual representation of a physical system that can mirror characteristics of its physical counterparts in near real-time;Leveraging a digital twin can facilitate detecting secu- rity threats and possibly sending process control alarms to the physical twin, to take preventive measures. Digital twin-based security analysis does not run on constrained devices such as PLCs and hence offers the possibility to utilize methods that require increased computing resources for cybersecurity analysis (e.g., Machine Learning (ML) and deep learning) [7]. Moreover, with digital twins, the security analysis outside the real infrastructure avoid disruptions and damage caused on the actual system;Smart Manufacturing;intrusion detection;Edge;Filling Plant;simulated data from digital twin for ml purposes;N/A;digital twin;N/A;Using Dietz and Vielberths DT based on MiniCPS, Filebeat, Logstash, IDS, Dsiem Correlation Engine, Elasticsearch, Kibana;Simulation;N/A;YES;As future work, hyper-parameter tuning of ML algorithms can improve classification scores. Another improvement is using time series-based algorithms to learn the correlation between process measurements across data samples and their changes over time. We can also feed network traffic data to IDS to detect a broader range of attack types, such as reconnaissance attacks. Moreover, evaluation of unsupervised and semi-supervised learning algorithms to detect intrusions is another future work. Such approaches can help detect zero-day attacks and avoid the need for labeling the dataset.;N/A
Veledar2019;MEDIUM;IoT4CPS, a flagship Austrian project, contributes to improvements in required dependability. This paper considers IoT4CPSs core use case: AD. It demonstrates main concepts of resilient IoT solutions integrated with CPSs, in-cluding Digital Twin technology that is directly associated with cybersecurityand privacy capabilities of automotive ecosystem.;The Digital Twin is a virtual counterpart to actual physical devices (entities);The Digital Twin-based penetration tests could enable relevant tests virtually (instead of on real system), during both the operation phase and during engineering phase to fix vulnerabilities early inthe CPS lifecycle;Mobility;security validation,safety validation;N/A;Car;Infotainment controls, body controls, chassis controls;DIGITAL_PHYSICAL;digital twin;N/A;N/A;Detection;N/A;NO;N/A;N/A
Vielberth2021a;HIGH;To address this research gap, a concept of a digital twin-based cyber range for SOC analysts is proposed and implemented. ;In general, a digital twin can be defined as a virtual rep- resentation of any real-world asset (e.g., system or process). ;Especially in cybersecurity, the digital twin holds several benefits. It can support lifecycle security , including the security-by-design paradigm by offering simulations and system testing, in which the security level of the asset can be assessed. Moreover, digital forensics may profit from the vast data and documentary capabilities of a digital twin. ;Enterprise Organization;training;N/A;CPS;Specification data, historical/state data;DIGITAL_EXPERT;digital twin;TCP, ARP, REST API;MiniCPS, Ettercap, hping5, Kiana, Dsiem, Elasticsearch, JavaScript, Logstash, Flask API, Filebeat, Scapy, Vus.js;Analysis, Simulation, Replication;The simulation is realized with MiniCPS ;YES;Among many other possibilities, it could also be used for penetration testing of industrial plants or incident response exercises in future research;Like any other research effort, this paper contains limitations. Since, to our knowledge, no approach with the same objective exists, it was not possible to compare the knowledge gains.
Wal2022;HIGH;In this paper, We investigate the current state of the art of IoT security and Digital Twins, digital representations of physical objects. We then use this knowledge to propose a novel methodology to use Cyber Digital Twins and Autonomous Adversary Emulation to improve the security of IoT devices. Consequently, we show that this methodology has the potential to improve the security of IoT applications. This work contributes a review of the state of the art in IoT security research and a novel method for improving IoT device security;Digital Twin is a virtual representation of a physical object;N/A;IoT;security testing;N/A;Raspberry Pi;login files;N/A;N/A;N/A;Automated Adversary Emulation tool is MITRE CALDERA, Hydra;simulation;Figure 2 is an overview of the different software components, their configurations, and the most important interactions between them.;N/A;N/A;N/A
Wang2023g;HIGH;" Thus, this paper proposed an intelligent digital twin method based on spatio-temporal feature fusion for IoT attack behavior identification. Firstly, feature subsets are selected based on information gain to reduce the dimensionality of IoT data with high traffic; Secondly, a parallel spatio-temporal feature extraction model is designed unlike the existing tandem model, which uses a simplified Convolutional Neural Networks (CNN) model to learn the spatial features of the attack, a Bidirectional Long Short-Term Memory (BiLSTM) model to learn the temporal features of the attack, an attention mechanism to fuse the temporal and spatial features, and the (Deep Neural Networks) DNN to learn the combined features; Finally, the virtual instance space and topology of the attack scenario are simulated using digital twin (DT) to build a digital version of the complex system for IoT applications and tested in a simulation environment. Based on experimental results using the UNSW-NB15 and CICIDS2017 datasets, this paper shows that the proposed method can extract spatio-temporal features from network attack traffic and has a 5% improvement in test accuracy";N/A;N/A;IoT;intrusion detection ;N/A;IoT network;network traffic (public data sets UNSW-NB15 and CICIDS2017);DIGITAL_PHYSICAL;digital twin;N/A;N/A;analysis;A VMware EXSi virtualization server runs the digital twin of the IoT network attack and defense environment with the same topology and functions as the original. All network traffic data from the IoT network attack and defense environment is mirrored on the virtualized server. The network security posture monitoring server monitors each device’s real-time security status and parameters in the digital twin network environment. Virtualization and deep learning servers are used to generate digital twin environments and train network attack detection models, respectively;YES;As part of future research, we will explore generative adversarial networks (GAN) [42] to reduce the false alarm rate of the model by creating minority class samples from attack traffic samples.;Even though the model proposed in this paper generally produces satisfactory results, the class imbalance problem in the dataset will be another challenge that affects the effectiveness of deep learning
Wei2022;MEDIUM;This study develops a combined anomaly detection framework (CADF) against various types of security attacks on the digital twin of process control in water treatment facilities. CADF utilizes the PLC-based whitelist system to detect anomalies that target the actuators and the deep learning approach of natural gradient boosting (NGBoost) and probabilistic assessment to detect anomalies that target the sensors. The effectiveness of CADF is verified using a physical facility for water treatment with membrane processes called the Secure Water Treatment (SWaT) system in the Singapore University of Technology and Design. Various attack scenarios are tested in SWaT by falsifying the reported values of sensors and actuators in the digital twin process. These scenarios include both trivial attacks, which are commonly studied, as well as non-trivial (i.e., sophisticated) attacks, which are rarely reported. The results show that CADF performs very well with good detection accuracy in all scenarios, and particularly, it is able to detect all sophisticated attacks while ongoing before they can induce damage to the water treatment facility. CADF can be further extended to other cyber-physical systems in the future.;Subsequently, the digital twin?s behavior can be established based on a combination of dynamic and data-driven methods for various objectives, including to safeguard the physical asset as well as to optimize the operations in order to minimize the consumption of energy and materials [7]. Overall, the implementation of a digital twin as a digital replica of the physical asset has matured significantly over the last decade with the advancement of digital technologies that enable fast data synchronization among sensors and actuators within the asset [8,9].;N/A;Water System;anomaly detection;N/A;Pump, Tank, Static Mixer, Filter, UV system, Drain;SWaT is designed to support the research on cyber-physical systems with 68 connected sensors and actuators in total to monitor the entire treatment process above. In SWaT, the sensor data can be continuous, while pumps only have 2 statuses (2 = open and 1 = closed), and valves have an additional status called travelling (=0) when the valves are changing their status. The physical and cyber setups of the facility are described in more detail in Mathur and Tippenhauer [50]. Additional information can also be found on the official SWaT website [51]. In this study, the transmission delay parameters in the PLC-based whitelist system are all set as 2 s according to the historical data, and the timer delay parameters vary with different actuators based on their PLC control logic.;DIGITAL_PHYSICAL, DIGITAL_EXPERT;digital twin;Ethernet(IP, Common Industrial Protocol;sWaT testbed, Python script with the assistance of Pylogix API;Machine learning, analysis;SWaT testbed;YES;N/A;N/A
Wu2020;LOW;The aim of this study is to carry out a systematic literature review (SLR) to analyze the current research activities on CPPSs according to their contributions to the engineering life cycle of such production system.;N/A;Digital twins cover all life cycle activities and processes fromdesign, production, utilization to service [121]. Therefore, aspecific digital twin application can be assigned to multiplepurposes;Smart Manufacturing;simulation,monitoring,anomaly detection,anomaly prediction;N/A;CPS/CPPS;physical-to-cyber data exchange andcyber-to-physical data exchange;DIGITAL_PHYSICAL;digital twin;OPC UA, MQTT, AML;N/A;simulation, monitoring, prediction;N/A;NO;Therefore, in future work, a way has to be found for the collaborative and consistent description of needs between different stakeholders, as well as their validation and evolution. Therefore, the future research focus is to connect the dots between the existing isolated technologies as they are not consistently aggregated, which requires a multidisciplinary system integration that across lifecycle phases. But what useful data fromCPPSs can be integrated effectively into EIS has not been addressed and need to be investigated in future work. One future direction concerning the branch of the additional information in the concept map is to investigate how to extract additional information to improve the EISs in terms of business processes and its evolution. This level covers all three dimensions of integration. Concerning the branch of decision making in the concept map, one future direction of the organizational integration is to figure out how to decentralize part of the decisions that are currently made in the EISs field to CPPSs? components (such as smart machines and smart products).;N/A
