Key,G_Relevance,G_Contribution,RQ1_Definition,RQ2_Benefit,RQ2_Application_Domain,RQ2_Application_Scenario,RQ3_Deployment,RQ3_Asset,RQ3_Data,RQ3_Communication_Flow,RQ3_Level_of_Integration,RQ3_Protocol,RQ3_Tools,RQ3_Operation_Mode,RQ3_Generation,RQ3_Architecture,RQ4_Future_Research,RQ4_Challenges
Shah2021,LOW,The primary goal of this paper is to arrive at a suit-able framework to construct DTs using open-source soft-ware programs.,N/A,A DT framework effortlessly allows for data communication andintegration between a physical system and a digital sys-tem in either direction.,Smart Manufacturing,failure prediction failure prevention,N/A,portable table-top sized temperature-controlled system,real-time data,DIGITAL_PHYSICAL,digital twin,N/A,Robotic Process Automation PLC Eclipse Ditto,Simulation,In order to successfully establish a DT environment realtime decision-making along with rapid analysis is an impor-tant requirement.,YES,N/A,The OpenFOAM solver only takes in one input and computes one output before it is ready to take another input. We require the solver to take in multiple values and compute output in real time. Therefore the PDE solver built into OpenFOAM is not efficient enough to reduce the overall computation cost. b) In the simulation model we can only compute one layer of heat transfer at a time. There is no control loop built into the SimFlow software that would allow us to run the hot subsystem and cold subsystem simultaneously. A separate setup is required to execute the same. The UI Path Studio only works on windows based system while the Physical model was designed on a Linux based system. This increases the overall computation cost of the system as certain additional steps are required to establish prompt communication between the digital and physical systems.
Shalaginov2019,LOW,The motivation of this contribution is to demonstrate howSmart Applications change the conventional understandingof Computer Forensics,N/A,The number of surrounding IoT devices and computing nodes is growingto bring a concept of digital twin of homes companies andenvironments into life. By utilizing all available data one willbe able to reconstruct exact sequence of events attributed to acrime involving any kind of Smart Applications.,Organization,forensics,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shoumen2017,LOW,N/A,In its simplest form the concept of DIGITAL TWIN posits that the flow of data process and decision (as outlined above in this hypothetical scenario) is captured in a software avatar 34 that mimics the operation,The blockchain-like digital ledgers in the backbone of the digital twins may be useful in identifying the exact point of anomaly and the associated objects (including humans in the loop).,Organization,anomaly detection,edge,CPS,N/A,DIGITAL_PHYSICAL,digital twin,N/A,Avatar,analysis monitoring,the process of creating (building) digital twins and the adoption of digital twins may be restricted to an industrial oligopoly. The vast majority of users cannot deploy an army of engineers to create custom digital twins for their exclusive experiments.,NO,N/A,N/A
Stirna,LOW,This paper argues that the digital services provisioning network as a whole as well as individual nodes should possess security and resilience capabilities to ensure safe and sustainable delivery of the services.,Virtual representation of real life objects for monitoring and control purposes,to ensure that the adjustments (decisions and actions) are propagated to the service delivery including advanced visualization of the service ecosystem.,Organization,monitoring access control data security,N/A,network and its services,live data ARTSS model Historical data for simulation modeling purposes,DIGITAL_PHYSICAL,digital twin,N/A,ARTSS modeling tool,monitoring Simulation,The method component defines design of a digital twin according to the capability model.,YES,N/A,N/A
Sugumar2019,LOW,The work presented here was to explore how a network of Timed Automata integrated with those ofnoise and cyber-attacks could be used to test the effectiveness of an attack detection mechanism in a CPS.,N/A,To investigate an approach based on timed automata models of a critical infrastructure,Generic,anomaly detection,N/A,6- stage water treatment plant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,As part of future work we plan to develop a methodology to automate and scale this process to larger installations than SWaT.,Though there are several advan-tages in assessing the detecting process of anomalies using digital twinning there exists certain limitations which are described next. The lack of network protocol simulation in themodel limits the nature of attacks that can be launched. Attacks launched here are constrained to level 0 network i.e. the level of communication between PLCs and components such assensors and actuators. However attacks can be launched across level 1or higher where PLCs communicate with each otherand with SCADA or engineering workstations. Although in this implementation the attacks on higher levels of communication link are not tested this works can be substantiallyexpanded to accommodate the other levels of communication links.
Suhail2021,HIGH,This article focuses onsecuring CPSs by integrating Artificial Intelligence (AI) andblockchain for intelligent and trusted DTs.,DTs are virtual replicas of physical systems that mirror every facet of aproduct or process and can provide actionable insights throughmonitoring optimization and prediction,Furthermore replication and simulation modes in DTs can prevent and detect securityflaws in the CPS without obstructing the ongoing operations of the live system. ThroughDTs attack scenarios can be simulated to analyze systembehavior under attack.,Generic,intrusion prevention intrusion detection risk assement configuration management training security testing,N/A,industrial processes,sensor data from factory floorhistorical production data acquired from product lifecycle data and domain knowledge to generate comprehensivedata in the form of models simulations replications or behavioral analytics.,DIGITAL_PHYSICAL,digital twin,AML,N/A,simulation analysis replication,blockchain-based DigitalTwins (DTs),YES,N/A,longstanding challenges. For instance Due to the black-box nature of AI models decisions made by the resulting systems suffer from a loss of transparency and comprehensibility hence can lead to a negative impact on the trustworthiness of the system [13]. Hesitation is even higher in safety-critical CPSs where explainability becomes crucial as slight dysfunction of AIbased systems may lead to erroneous decisions resulting in endangering human life or economic disaster.  After deployment in the real world ML models are expected to perform deftly on unseen testing data. However CPS underpinned by AI are vulnerable to adversarial perturbations under which wrongdoers try to morph its adversarial input data to augment the misclassification rate in the ML model. Attackers may begin with AI reconnaissance (i.e. observe the model’s behavior and learn the decision logic or knowledge bases to morph the malicious payloads) and without being detected can feed their adversarial data to launch data exfiltration attacks.
Suhail2021ab,LOW,In this survey while highlighting the key benefits of usingblockchain-based DTs we present a comprehensive review of the state-of-the-art research results for blockchain-based DTs.Based on the current research trends we discuss in detail a framework for trustworthy blockchain-based DTs.,formalized the definition of DTs as an integrated multi physics multi scale probabilistic simulation mirroring the physical system basedon models sensors history data etc,As DTs offer assets and products analysis even before their actual manufacture they also help in reducing themaintenance cost by tracking the lifecycle of an asset in past and present to take decisive actions for the future.,Smart Manufacturing,security analysis anomaly detection,N/A,industrial processes,sensor data from factory floorhistorical production data acquired from product lifecycle data and domain knowledge to generate comprehensivedata in the form of models simulations replications or behavioral analytics.,DIGITAL_PHYSICAL,digital twin,AML,N/A,simulation analysis replication,different design solutions from different perspectives are presented (for saftes and security: Introducing S&Smechanisms at the DT design phase can help to lower security and incident-response costs thereby making laterlifecycle phases less prone to errors and incidents [15]. Whereas S&S rules must be stored and retrieved from theledger to ensure their reliability. This further strengthens the rationale for integrating blockchain with DTs),YES,N/A,Need for Explainable AI Data Scarcity Bias Problem Model Errors Social and Juristic Challenges of AI,These challenges open new avenues for future research in these directions. Fig. 9 presents the detailed taxonomy of the current and future research and deployment challenges for blockchain-driven DTs. We summarize the challenges along with causes and possible solutions in Table 3.
Sundaram2020,LOW,Thus this manuscript explores the use of active defenses under the assumption that the attacker has privileged access tothe system including access to the systems model and sensors data. Specifically this manuscript assesses theability of active defenses to remain invisible to the attackers and discusses the associated challenges that must beaddressed to ensure their resiliency against APT actors.,artificial intelligence (AI) and the system models often referred to as digital twin,The passive defense approach relies on artificial intelligence (AI)and the system models -- often referred to as digital twin [6] -- to monitor the process variables in search forcorrelations that can be used to detect falsification of the process variables,Smart Manufacturing,monitoring anomaly detection,N/A,N/A,N/A,N/A,N/A,N/A,N/A,monitor,N/A,N/A,Future work will focus on development of strategies to insert the noise in a manner that do not impact system behavior and hence produce no variations in its optimal control behavior.,N/A
Tange2020,LOW,This paper consists of two contributions: our primary contribution is a systematicreview of the literature over the period 2011-2019 on IIoT Security focusing in particular on the security requirements ofthe IIoT. Our secondary contribution is a reflection on how therelatively new paradigm of Fog computing can be leveraged to address these requirements and thus improve the security of the IIoT.,N/A,These digitaltwins are then used to simulate more optimized usage scenariosand red/blue teams perform attack and response scenariosthat help the digital twin learn about how to protect andrespond to attacks by itself. Once a digital twin is deemedsufficiently secure it can be used in production settings.,Smart Manufacturing,attack protection countermeasures,N/A,physical devices,N/A,N/A,digital twin,N/A,N/A,simulation,N/A,N/A,(This work identifies an abundance of research opportunities in  the  IIoT  security  area  and  shows  that  Fog  computing  as a rising computing paradigm can become a powerful tool in securing a variety of connected industrial environments once its limitations and challenges are overcome.),Open challenges include practical federation frameworks resource offloading and resilience
Tao2019,LOW,This chapter summarizes the existing applications of the DT from two perspectives. First scientificliterature about DT applications in different stages of a products lifecycleis collected and investigated. Second industrial applications/potentialapplications of the DT are explored which are grouped into 11 domains,N/A,Security and emergency measures which are critical to the protection ofassets infrastructure and private information against malicious attacks arecommonly involved in various industries. The DT can be introduced tothe domain to achieve lower cost and better performance.,Organization,misconfiguration maintenance simulation,N/A,N/A,data from the lifecycle of a physical asset and generate valuableinformation through computing,DIGITAL_PHYSICAL,digital twin,N/A,N/A,replication,N/A,N/A,N/A,However as the DT is an emerging technology there remain many challenges on technologies tools infrastructures standards etc. Hence substantial development is still required for the adoption and application of the DT.
Tauber2018,HIGH,We have investigated the modelling of such dependencies in use cases relatedto transparency as well as to self-adaptability. Based on our experience we propose furtherextensions of domains like reliability. This also has the potential to provide legal support to Industry4.0 use cases when required.,Digital twins are a digitalrepresentation of a real system with thehistory of all changes and developments,Digital twins can help to organise andhandle all the data that is generated byIoT elements.,Smart Manufacturing,security evaluation safety evaluation,cloud,a system,existing information but also an up-to-datepicture of the current status,DIGITAL_PHYSICAL,digital shadow,N/A,N/A,monitor analysis model,N/A,NO,N/A,N/A
Terziyan2021,LOW,In this paper we suggest an opposite bottom-up (computational intelligence) AI approach todigital immunity and smart vaccination which can be obtained as a result of adversarial GAN-driven learning.,N/A,N/A,Smart Manufacturing,decision support,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Therefore as the immediate goals for the future research would be constructing and testing GAN architectures with multiple human and AI components i.e. with the embedded collective intelligence and checking the potential impact of such digitalized collaborative intelligence for a variety of industrial problems,N/A 
Trneberg2021,HIGH,In this paper we propose and prototype a cloud-native digital twin proof of conceptfor evaluating the viability of the concept.,In the Industry 40 context a Digital Twin (DT) can bea virtual representation of anything from a component in aproduction plant to a product being assembled/manufacturedto the entire production system,DTs will also be able to augment the physical plant or Physcial Twin (PT)in terms of computational capacity analytics and security.Relegating that functionality to the DT will allow us to minimize what is at the plant and enable dynamic updatesof software practices and policies on scalable cloud-native platforms.,Smart Manufacturing,intrusion detection,cloud,CPS (representation of anything from a component in aproduction plant to a product being assembled/manufacturedto the entire production system),N/A,DIGITAL_PHYSICAL,digital twin,protocol buffers,N/A,Detection model analysis,we implement and evaluate a cloud-native DT Proof of concept (PoC) platform.,YES,In the future we will extend our threat model to also cover alternative attacks but here we limit our analysis to attacks on a.,N/A
U.Khan2021,LOW,we present the key design requirements for enabling 6G throughthe use of a digital twin. Next the architectural componentsand trends such as edge-based twins cloud-based-twins andedge-cloud-based twins are presented. Furthermore we providea comparative description of various twins. Finally we outlineand recommend guidelines for several future research directions.,A digital twin is a virtual representation of the elementsand dynamics of a physical system,Meanwhile an operational twin enables system operators to interact with a cyber-physicalsystem and perform different actions in addition to analysis and system design,,,,,,,,,,,,,FUTURE DIRECTIONS: Isolation Between Twins-Based Services Mobility Management for Edge-Based Twins Digital Twin Forensics,The main challenges that will be involved in digital-twin-enabled 6G forensic are attacks evidence identification evidence acquisition and preservation and evidence presentation. Next preserving the evidence for investigation in cases of limited memory devices.
Ugarte2020,LOW,This paper analyses the use of the digitaltwin to enable a DevOps approach of cyber physical production systems(CPPS) in order to create a fully integrated and automated productionprocess enabling continuous improvement.,From the authors perspective on productmanufacturing the digital twin is the virtual representation of the physicalasset where both counterparts are connected to each other and are dynamicallyupdating through the whole product life cycle,The digital twin technology enables DevOps to develop and test the product simultaneously reducing development costs and time to market. Moreover the bridge between development and operations guarantees the continuousimprovement in an agile environment.,Smart Manufacturing,simulation security testing,N/A,CPPS,real-time dataabout the physical system and provide guidance in real-time.,DIGITAL_PHYSICAL,digital twin,N/A,N/A,simulate model introduce the digital twin as a DevOps accelerator where it stages a DevOps approach throughout the wholeproduct life cycle.,NO,N/A,One of the main challenges is the lack of standards for digital representation.
Veledar2019,MEDIUM,IoT4CPS a flagship Austrian project contributes to improvements in required dependability. This paper considers IoT4CPSs core use case: AD. It demonstrates main concepts of resilient IoT solutions integrated with CPSs in-cluding Digital Twin technology that is directly associated with cybersecurityand privacy capabilities of automotive ecosystem.,The Digital Twin is a virtual counterpart to actual physical devices (entities),The Digital Twin-based penetration tests could enable relevant tests virtually (instead of on real system) during both the operation phase and during engineering phase to fix vulnerabilities early inthe CPS lifecycle,,,,,,,,,,,,,N/A,N/A
Wu2020,LOW,The aim of this study is to carry out a systematic literature review (SLR) to analyze the current research activities on CPPSs according to their contributions to the engineering life cycle of such production system.,N/A,Digital twins cover all life cycle activities and processes fromdesign production utilization to service [121]. Therefore aspecific digital twin application can be assigned to multiplepurposes,Smart Manufacturing,simulation monitoring anomaly detection anomaly prediction,N/A,CPS/CPPS,physical-to-cyber data exchange andcyber-to-physical data exchange,DIGITAL_PHYSICAL,digital twin,OPC UA MQTT AML,N/A,simulation monitoring prediction,N/A,NO,Therefore in future work a way has to be found for the collaborative and consistent description of needs between different stakeholders as well as their validation and evolution. Therefore the future research focus is to connect the dots between the existing isolated technologies as they are not consistently aggregated which requires a multidisciplinary system integration that across lifecycle phases. But what useful data fromCPPSs can be integrated effectively into EIS has not been addressed and need to be investigated in future work. One future direction concerning the branch of the additional information in the concept map is to investigate how to extract additional information to improve the EISs in terms of business processes and its evolution. This level covers all three dimensions of integration. Concerning the branch of decision making in the concept map one future direction of the organizational integration is to figure out how to decentralize part of the decisions that are currently made in the EISs field to CPPSs’ components (such as smart machines and smart products).,N/A
Xinxin2019,HIGH,Whereas in this paper we propose to do a functionality andcybersecurity analysis based on the digital twin of an ICS (Industrial Control System).,Digital Twin (DT) is a technology to model assets with all their geometrical data kinematic functionality and logical behaviour using digital tools [Fr18] All the useful information that relates with the physical system will be virtualized in the DT model,predication of potential hazards or security vulnerabilities can be somehowautomated and easier ported.,Smart Manufacturing,security analysis safety analysis,N/A,power plants ICS,current data the historical data and events&alarms,DIGITAL_PHYSICAL,N/A,AML CAEX OpenPLC XML COLLADA OPC UA,Refueling Machine,simulation analysis��,model the system based on a FS as it able to selectively abstract keyparts of the functionality of a real world system. AML will be used to model the system with high detail,NO,The AML and the OPC UA are proposed to create the highly detailed model. The reason we use the AML and OPC UA and the feasibility are represented. As for the specific modeling tool this will be investigated in future.,N/A
Xu2020ab,HIGH,This paper considers a stealthy estimation attack which aims to modify thestate estimation of the CPSs. The intelligent attackers can learndefense strategies and use clandestine attack strategies to avoiddetection. To address the issue we design a Chi-square detectorin a Digital Twin (DT) which is an online digital model of the physical system.,a Digital Twin (DT) which is an online digital model of thephysical system,Provides essential resources and environments for detecting sophisticated attacks,Generic,Secure Estimation and Control for Cyber-Physical Systems,cloud supercomputer,CPS,sensor data,DIGITAL_PHYSICAL,digital twin,N/A,N/A,Monitoring Simulation Detection,we aim to design an advanced detector based ona Digital Twin,YES,N/A,N/A
Xu2021,HIGH,We present a novel approach called Anomaly deTection with digiTAl twIN (ATTAIN) which continuously andautomatically builds a digital twin with live data obtained from a CPS for anomaly detection.,a digital replica of a living or non living physical entity / a digital twin consists of two partsie digital twin model and digital twin capability The digitaltwin model refers to the digital representation of the CPS application of machine learning algorithms for anomaly detection,Generic,anomaly detection,N/A,CPS,historical data and fine-tune it withreal-time data which simulates the CPS,,,,,,,,In future work we plan to conduct more experiments on real-world CPS of various domains to evaluate the scalability and generalization of ATTAIN. We will also consider exploring digital twins for more challenging tasks such as detecting attacks targeting multiple CPS at the same time which requires developing an integrated digital twin model. We also want to investigate how digital twins can be extended to provide additional advanced analyses during the operation of CPS such as predicting uncertainties and non-functional properties.,N/A
Zhu2020a,MEDIUM,This book presents control and game-theoretic tools to design secure and resilientcyber-physical systems including cloud-enabled control systems 3D printersrobotic systems and communication-based train control (CBTC) systems.,A DT could be a virtual prototype of aCPS reflecting partial or entire physical processes,The development of Digital Twin (DT) provides essential resources and environmentsfor detecting sophisticated attacks. A DT could be a virtual prototype of aCPS reflecting partial or entire physical processes,Smart City,fault detection attack detection monitoring,cloud supercomputer,CPS,sensor data,DIGITAL_PHYSICAL,digital twin,N/A,N/A,Simulation Monitoring Detection Kalman Filter Analysis,we design a Chi-square detector running in aDT. The DT connects to a group of protected sensing devices collecting relevantevidence.,YES,N/A,N/A
Akbarian2021,HIGH,Therefore in this paper we propose a digital twin-based security framework for ICS that consists of two parts: attack detection and attack mitigation. In this framework we deploy an intrusion detection system in digital domain that can detect attacks in a timely manner. Then using our mitigation method we keep the system stable with acceptable performance during the attack. Additionally we implement our framework on a real testbed and evaluate its capability by subjecting it to a set of attacks. ,With digital twins we have virtual replicas of physical systems so that they precisely mirror the internal behavior of the physical systems,Digital twin is a rather new concept associated with ICS and it opens up new possibilities in terms of monitoring simulating optimizing and predicting the state of the systems. As the digital twin is deployed in the cloud an intrusion detection system in the digital domain (cloud) can include methods that require much more computing resources than if deployed in the real system,Industry,Intrusion Detection Attack Migitation,Cloud edge,ICS (Intrusion Control System),Sensor data (measurement signals measured by sensors),DIGITAL_PHYSICAL,DIGITAL_TWIN,N/A,Kubernetes (K8S),Detection Monitoring Simulation Kalman Filter,N/A,YES,N/A,N/A
Cathey2021,HIGH,In this paper we propose a novel approach of data security by using multiple device shadows (aka digital twins) for a single physical object.,Digital twins or device shadows are the virtual counterpart to physical objects which introduce a layer of abstraction between higher level control of devices and device specific actuation and sensing methods. ,These shadows can be used to facilitate separation between the object and cloud services layer (detailed in the background section) as well as enabling separation of IoT data into subsets. Digital twins also lead to more consistent interaction between higher level layers and physical devices. ,Smart vehicles Smart manufacturing,Access control data security,Edge,Smart car,Sensor data multiple state data such as user settings manufacturer configuration and operational status,DIGITAL_PHYSICAL,DIGITAL_SHADOW,JSON MQTT,Python Mosquitto Amazon Web Services (AWS),N/A,Virtual objects can hold the entire data set generated by their physical object or subsets of that data. The virtual object layer in E- ACO architecture can have one or many cyber entities (virtual object or digital twins) for both clustered and individual objects. These twins can be created in the cloud layer or local edge layer to support real time communication. ,YES,We envision further exploration regarding access control on the tagged shadows and the application of this data distribution to other smart environments. ,N/A
Choi2021,MEDIUM,In this paper we introduce a vendor-agnostic analytics framework which allows security researchers to analyze attacks against ICS systems even if the researchers have zero control automation domain knowledge or are faced with a myriad of heterogenous ICS systems. ,N/A,N/A,Industry,Penetration Test Intrusion Detection,N/A,ICS (Intrusion Control System),Sensor data actuator data,DIGITAL_EXPERT DIGITAL_PHYSICAL,DIGITAL_TWIN,N/A,Ettercap Wireshark Kdiff3 pfSense,analysis simulation monitoring,The test digital twin system comprises of an HMI two PLCs two network switches and a firewall – representative components in most ICS scenarios.,YES,For future work we will continue to conduct further re- search on the countermeasures proposed earlier in this paper. Based on the data produced by our framework future research on preventative measures would be feasible and aligns well to the ultimate goal of our framework. As an extension of our approach we will conduct further experiments of our framework on an ICS with a fake PLC or add meaningless data fields to experiment control data integrity and resiliency. ,N/A
Chukkapalli2021a,HIGH,Therefore this paper describes a security surveillance framework to detect deviations in the ecosystem by incorporating a digital twin supported anomaly detection model.,Fundamentally digital twins are defined as a virtual copy of the physical sensors that connects both the physical and virtual entity.,The reason for incorporating digital twins is that they add value by enabling real-time monitoring of connected smart farms. Moreover digital twins aid in surveillance and controlling the physical entity there by improving operational efficiency productivity etc.,Smart Farm,detect anomalies/deviations detect attacks,N/A,CPS,real-time sensor data,DIGITAL_PHYSICAL,DIGITAL_TWIN,SPARQL Protocol,Microsoft Azure RDF Query Language,Detection Simulation Monitoring,N/A,YES,In the future we plan to extend our work by applying other anomaly detection models on more extensive smart farm data. We would also like to analyze more real-time anomalous use case scenarios in the smart farming ecosystem while fully utilizing the benefits of the digital twin. ,N/A
Colabianchi2021,LOW,The scope of this paper is to survey available literature for understanding to which extent CPSs contribute to system resilience and to synthetize the approaches developed in this domain.,A Digital Twin is a software-based replica of the real CPS,would perfectly monitor the current state of the system,Digital Twin using the legacy communication techniques found in the SCADA and wide-area monitoring systems can access real-time data and provide useful feedback. ,Microgrid Canal Lock,detect and anticipate abnormal situations offer rapid recovery and adapt the response behaviour of the situation,N/A,CPS,real-time data ,DIGITAL_PHYSICAL,DIGITAL_TWIN,N/A,N/A,Monitoring Simulation Replication,N/A,NO,In this context future studies should encompass a greater use of system modelling and simulation digital twin graph theory and system dynamics. In particular this review makes emerge that the use of Digital Twin is still not very diffuse if compared to their widespread usage in other industrial settings. Future studies can take Digital Twin into consideration to monitor CPSs and evaluate possible intervention strategies. ,N/A
Danilczyk2021,HIGH,In this paper we propose using a deep learning (DL) convolutional neural network (CNN) as a module within the Automatic Network Guardian for ELectrical systems (ANGEL) Digital Twin environment to detect physical faults in a power system. ,N/A,Digital Twin technology is widely used in many industries such as automotive and aerospace to provide greater insight to a deployed system. A wide sensor array is used to continuously monitor the physical system and compared with a physics-based simulation model to provide greater understanding to the operating state or condition of the physical system. ,Smart Grid,detect anomalies/faults,N/A,CPS,Sensor data,DIGITAL_PHYSICAL,DIGITAL_TWIN,N/A,N/A,Machine Learning Detection Deep Learning,The presented approach uses high fidelity measurement data from the IEEE 9-bus and IEEE 39-bus benchmark power systems,YES,In future work this system can be expanded to larger power systems and to include failures to other features of the power system such as transmission line faults or degradation to the synchronous machines. Lastly the author would like to expand this work to include attack vectors outside of just the physical domain but to also include cyber-physical attacks on the power grid as well. By spanning both the cyber and physical layers of the smart electric grid this work could significantly improve the resiliency of the future power grid. ,N/A
Dietz2021a,HIGH,If a system has suffered a serious incident it must be forensically investigated. Our approach shows how such an analysis can be performed using a replication-based digital twin,It can be regarded as a virtual representation of a physical object along its lifecycle,However the twin usually contains other asset-relevant data such as specification data. Enhance with semantics this data can serve various analyses optimizations and simulations performed in the digital twin. This broad spectrum of digital twin characteristics may serve for security purposes especially in the are of digital forensics.,Industry 4.0 / CPPS,Forensic investigation/analysis,N/A,ICS,External data: network traffic sensor data,internal data: program code commands,DIGITAL_PHYSICAL DIGITAL_EXPERT,DIGITAL_TWIN,TCP/IP,OpenPLC VirtualBox,Replication,We build a digital twin based on a Unix system running OpenPLC with a real-world programmable logic controller (PLC)-software. We assume that both systems have the exact operating system uses OpenPLC and interactions are exclusively communicated via TCP/IP traffic.,YES,In future work we plan to extend our concept to systematically record and extract vendor-specific evidences for specific PLC software and firmware.,N/A
Farnell2021,MEDIUM,This paper proposes a method that further secures a system by focusing on the control and hardware layer of grid-connected devices ,describes how the concept of a Digital Twin consists of multiple levels where each level is an advancement in model accuracy and features. Any implementation or method that can be defined as one of these levels is considered a Digital Twin. In the topic of cybersecurity for grid-connected devices Digital Twins are Real-Time simulations of these devices that are used to study their performance during various cyber-attack scenarios. ,N/A,Power grid,Attack detection mitigation real-time evaluation,Embedded,Grid-connected device,N/A,DIGITAL_PHYSICAL,DIGITAL_TWIN,N/A,LabVIEW,Detection,N/A,YES,In the future additional verification and mitigation methods will be developed and integrated into to the proposed cybersecurity framework and architecture. ,N/A
Fraser2021,HIGH,In this paper the general susceptibilities of Unmanned Aerial Vehicles (UAVs) against modern-cyber threats are explored and potential solutions proposed. ,N/A,Digital-twin architectures enable development of high-fidelity models for real systems using vast quantities of operational data and expert insights ,Unmanned Aerial Systems (UAS),detection of real-time intrusions and anomalies ,N/A,Unmanned Aerial Vehicles (UAVs) ,historic data,DIGITAL_PHYSICAL,DIGITAL_TWIN,N/A,N/A,Detection Monitoring Machine Learning,Each digital-twin will contain multiple behaviour and novelty detection models trained on historic flight data from the expected environment. A model is produced for each major sub-system which represents the expected sub-system behaviour and characteristics under normal flight conditions ,YES,Therefore further studies into state-of-the-art models for UAV data could prove valuable for future research. Additionally future work could develop the concepts from this paper into physical prototypes and collections of behaviour models trained from historic flight data. These could be developed into novelty detection models for each sub-system as performed for the GPS sub-system in this paper. These models could be tested during real flight trials and simulated UAV attacks and the results used to further validate the proposed system. ,N/A
Gupta2021b,MEDIUM,in this paper we introduce a hierarchical FL that allows aggregation at different levels enabling multi- party collaboration. We introduce a novel disease-based grouping mechanism where different AD models are grouped based on specific types of diseases. ,N/A,In the healthcare domain a DT provides an accurate real-time status of the patient and also enables health practitioners to provide specific services and test an optimal solution for improving the health of patients. Furthermore DT allows to enhance security of the IoT integrated smart healthcare ecosystem. ,Smart Healthcare,Detect anomalies,Edge,Internet of Medical Things (IoMT) devices,Sensor data,DIGITAL_PHYSICAL,DIGITAL_TWIN,N/A,N/A,Detection Monitoring Federal Learning,In this research we design FL based AD model and deploy this model on edge cloudlet associated with the patient’s DT. ,YES,Our future work entails data collection and full fledged implementation of our approach along with its performance evaluation. We also plan to demonstrate practical examples of how our proposed approach addresses the limitations of centralized AD. We further plan to evaluate detailed metrics including detection accuracy false positive rate recall F1 score training time and communication cost of our proposed model.,N/A
Hatzivasilis2021,LOW,This paper presents the cyber ranges platform THREAT-ARREST. Its design is fully model-driven and offers all modern training features (i.e. emulation simulation serious games and fabricated data). ,N/A,N/A,Smart Energy Intelligent Transportation Smart Healthcare,realistic simulation of cyber-attacks in a mirror system of a real network with a security operations center ,N/A,N/A,Simulated and evaluated data (temperature value representing a sensor of a smart home),DIGITAL_EXPERT DIGITAL_PHYSICAL,N/A,N/A,N/A,Simulation Monitoring,N/A,YES,Future work includes extending end user validation of platform capabilities with organizations of different domains (energy healthcare smart shipping) extending platform integration and federation with other Cyber Ranges both on a technical level scenario interoperation and on a conceptual (capability taxonomy) level to further expand and align with end user needs of training. ,N/A
Holmes2021,HIGH,In this paper we explore risks relating to the cyber-security of systems employing digital twin technology and also consider the opportunities for digital twins themselves to mitigate cyber-security risks and become an integral part of a security in-depth defence. ,Broadly stated a DT is a digitally determined model that unique depicts a physical instance process service system biologic or like abstraction. Gartner takes a broader view and defines a DT as a ’digital representation of a real- world entity or system’. Grieves is credited for coining the term to describe a digital informational construct based upon a physical system but created as an separate entity where the digital construct should ideally be endowed with all informational assets as those found on the physical entity. Kitzinger et al. describe a DT as a concept that is capable of being further sub-divided into variants based upon their integration status the particular area of focus and the technology employed.,The concept of a digital twin allows for the analysis design optimisation and evolution of systems to take place fully digital or in conjunction with a cyber-physical system to improve speed accuracy and efficiency when compared to traditional engineering approaches. Digital twins continue to be a technology that enables new paradigms such as Industry 4.0 and Factories of the Future as well as generating improved efficiencies within existing systems.,Industry 4.0,solution for a trusted internet of things,N/A,IoT Devices CPS,N/A,DIGITAL_PHYSICAL,DIGITAL_TWIN,N/A,N/A,Prediction Analysis Emulation Monitoring,N/A,NO,To achieve the full benefits of DTs further research is needed to make the implementation of complex systems through a DT approach feasible and economical. ,We consider the main challenge to be the creation of DTs without increasing the cybersecurity risks for the real system. The answer lies in the technologies that help to create the realism of the physical systems without revealing the security-sensitive components data and interactions. Existing technologies in the areas of deception and privacy-enhancing techniques may provide a good starting point but may not be sufficient to provide a solution to the issue. 
Hossen2021,MEDIUM,This paper demonstrates how the inverter’s normal operating region and dynamic model are formed. ,N/A,A digital twin can identify any anomaly caused by new setpoints before the setpoints get engaged to a physical device e.g. a smart inverter. ,Power grid,Self-security,N/A,Smart Inverters cyber-physical devices,N/A,DIGITAL_PHYSICAL,DIGITAL_TWIN,N/A,N/A,Detection,The digital twin is formed using the inverter’s normal operating region and the inverter’s dynamic model. Then the incoming setpoints are autonomously examined using the digital twin and only the safe setpoints are engaged to the inverter’s local controller. ,NO,N/A,N/A
